date,q_cms
1941-10-13,3.7095008
1941-10-14,3.6528673
1941-10-15,3.6528673
1941-10-16,3.6528673
1941-10-17,3.6528673
1941-10-18,3.5962336
1941-10-19,3.5962336
1941-10-20,3.5962336
1941-10-21,3.5962336
1941-10-22,3.6528673
1941-10-23,3.6528673
1941-10-24,3.6528673
1941-10-25,3.6528673
1941-10-26,3.6528673
1941-10-27,3.6528673
1941-10-28,3.6528673
1941-10-29,3.6528673
1941-10-30,3.6528673
1941-10-31,3.6528673
1941-11-01,3.6528673
1941-11-02,3.6528673
1941-11-03,3.6528673
1941-11-04,3.6528673
1941-11-05,3.6528673
1941-11-06,3.6528673
1941-11-07,3.6528673
1941-11-08,3.6528673
1941-11-09,3.6528673
1941-11-10,3.4829664
1941-11-11,3.0298977
1941-11-12,4.1908865
