date,q_cms,prec_mean,prec_sum,tmax,tmin,wind,Nat-09109000
1966-08-22,7.0792,0.0317535117963371,1318.755098413676,0.1728532904620598,0.0511083287566549,0.0171958144677658,7612.0
1966-08-23,6.99425,0.0476697930114314,1979.7741735577583,0.1626806481207009,0.0503698442894529,0.0137714711394306,7612.0
1966-08-24,6.9092994,0.0224961898310946,934.2892598751932,0.169725506727811,0.041584358702491,0.0047311486614846,7612.0
1966-08-25,6.9092994,0.0088946196609839,369.4024491403252,0.1748652814920361,0.0403727336084411,0.0078307084863172,7612.0
1966-08-26,7.192467,0.0001202980183553,4.996097000315785,0.1839495799384808,0.0353177144491283,0.0149240361651334,7612.0
1966-08-27,7.3906846,0.0007224273603853,30.003130704164505,0.1813806556454946,0.0411485396613522,0.0168642894293605,7612.0
1966-08-28,7.192467,0.0008228142970242,34.17230056971312,0.1868666776791346,0.0365045387052541,0.014516769446127,7612.0
1966-08-29,7.192467,0.0016796077815969,69.75579077750444,0.1861197661361516,0.0303859766965147,0.006081222243549,7612.0
1966-08-30,7.3906846,0.0108255291395444,449.5950506944209,0.1791300474528169,0.0422125641186695,0.0099603206565816,7612.0
1966-08-31,7.5889025,0.0168168715156177,698.4214909151196,0.1611160335635838,0.054495918705124,0.0109890075368404,7612.0
1966-09-01,7.5889025,0.0030886000282643,128.27264777384698,0.1464014832936911,0.0361219330944357,0.010257654963226,5198.0
1966-09-02,7.5889025,0.003008486878938,124.9454685691744,0.1477886397983661,0.0194666634931407,0.0086629803174207,5198.0
1966-09-03,7.7021694,0.0020909817903101,86.84056473337114,0.1522701108933,0.0128949459475152,0.0136900858227974,5198.0
1966-09-04,7.5889025,0.0037725870596305,156.67931317351758,0.1589135828124047,0.0207156100454374,0.0086113232030751,5198.0
1966-09-05,7.5889025,0.0137867882963677,572.5791047364473,0.1688830028999716,0.0196554381466275,0.0091718461493943,5198.0
1966-09-06,7.475635,0.0075304474989193,312.74701507762074,0.1614882858238524,0.0203722521152504,0.0075958250937014,5198.0
1966-09-07,7.475635,0.0074760482647264,310.48776048235595,0.1601514532232476,0.0201090751525501,0.0082252498554926,5198.0
1966-09-08,7.3906846,0.0061393065323308,254.97153959423304,0.1700927018114633,0.0175924008385982,0.0053198234135541,5198.0
1966-09-09,7.3906846,0.0005014712934451,20.826604288071398,0.1765442683078986,0.0262117454462485,0.0040420719634381,5198.0
1966-09-10,7.3906846,0.0036874716314211,153.14438432455063,0.1770980712614334,0.0270012761792148,0.0080446662182025,5198.0
1966-09-11,7.475635,0.0155610609775853,646.2664234600961,0.1631559555330368,0.0348501119688478,0.0134346952548806,5198.0
1966-09-12,7.5889025,0.012835564015692,533.0738091357052,0.1497466952654189,0.0421131203506176,0.0195894473947701,5198.0
1966-09-13,7.5889025,0.0016286531907948,67.63959566690028,0.1461226552712639,0.0211803230987196,0.0171406618799229,5198.0
1966-09-14,7.475635,0.0176566015806185,733.2963202446699,0.142711950276727,0.0113859526444905,0.0132956666710581,5198.0
1966-09-15,8.664941,0.0439190244613543,1824.0010049045088,0.1364527703686357,0.0279244420980121,0.0147003597976792,5198.0
1966-09-16,9.967514,0.0039845487386629,165.4822936654091,0.1400710312769221,-0.0082909153074593,0.0201161735731965,5198.0
1966-09-17,8.976425,0.0,0.0,0.153768028503052,0.0047660784368509,0.0156310339545317,5198.0
1966-09-18,8.976425,7.690322837660008e-05,3.193867977708578,0.1689846140498306,0.0119722616777804,0.006015718739588,5198.0
